"iso2c","country","year","agency","rating","CDS","GNI_cap","GDP_grw","inf","ext_bal","fsc_bal","ext_dbt","def","dev"
"KR","Korea, Rep.",2010,"Difference",1,132.987278565192,21090,3.54406825234989,3.32188789854375,3.72458123223616,1.23590158406,76.1306669432502,0,1
"KR","Korea, Rep.",2011,"Difference",1,159.184755086621,21320,3.87423104912452,3.46239294641873,2.63594491813047,1.02455537802537,65.7704955436225,0,1
"KR","Korea, Rep.",2012,"Difference",1,145.01221893815,22620,3.42880569384606,3.23762125439272,1.55146477105736,1.08056610619259,58.8504586279976,0,1
"KZ","Kazakhstan",2007,"Difference",NA,62.9405546558704,3860,9.82499999975899,7.68428998012744,-2.4533498532101,0.220952798303098,143.187559497309,0,0
"KZ","Kazakhstan",2008,"Difference",NA,74.2677636560602,4980,9.72499999971335,8.97982876741561,-7.96962523278665,6.24733333333333,176.684628411501,0,0
"KZ","Kazakhstan",2009,"Difference",NA,171.144957424453,6150,8.14999999985795,12.1704734700157,4.69219562367079,4.672,135.684926079964,0,0
"KZ","Kazakhstan",2010,"Difference",NA,351.253395278181,6780,6.02499999990842,11.7423195469247,-3.55846020700387,1.678,226.456199961573,0,0
"KZ","Kazakhstan",2011,"Difference",NA,387.871718495329,7440,5.17499999994893,10.5247004953085,0.953024709842563,0.456333333333333,173.657932761033,0,0
"KZ","Kazakhstan",2012,"Difference",NA,333.202147909793,8190,4.825000000127,7.59024575751727,5.42264329625827,2.03133333333333,138.821604501184,0,0
"LB","Lebanon",2007,"Difference",0,394.340106382979,5620,3.75532670140039,-1.07641820504715,-5.1217881907222,-9.32160772109887,3.14192682189678,0,0
"LB","Lebanon",2008,"Difference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LB","Lebanon",2009,"Difference",0,462.498894126205,6840,5.70181934581503,3.78723837150114,-14.230590481052,-10.9257517044068,2.1281666963094,0,0
"LB","Lebanon",2010,"Difference",1,462.893427459538,7720,7.60146227301724,1.18764945336656,-19.1832851757782,-9.90018312012304,2.06898360682272,0,0
"LB","Lebanon",2011,"Difference",1,417.266563954454,8440,9.19979055143931,2.5887454586908,-19.8686159139267,-8.64228625369897,1.78419347331184,0,0
"LB","Lebanon",2012,"Difference",1,359.513468296334,9020,7.34991547713675,2.5887454586908,-12.1230170155622,-7.3975085262531,1.70587486396035,0,0
"LT","Lithuania",2007,"Difference",0,8,8840,8.311131884024,2.52327390019774,-10.6397175915319,-0.743656397139675,89.9785463722894,0,0
"LT","Lithuania",2008,"Difference",1,8.24390243902439,10520,8.20941154206446,4.03958135394928,-14.4749471761761,-0.412407954362715,117.528508167,0,1
"LT","Lithuania",2009,"Difference",1,155.683272678648,12600,7.1035777942485,6.80089753028926,-13.3006542415726,-1.27852574706383,119.012366781069,0,1
"LT","Lithuania",2010,"Difference",1,323.770693974944,12320,1.46759142202478,7.03122428506763,3.94721848370731,-4.24293091692876,156.803526833845,0,1
"LT","Lithuania",2011,"Difference",1,410.577940597955,12260,-0.161067435108092,5.56588761100743,0.0404580090978291,-6.4421886933707,123.322344225748,0,1
"LT","Lithuania",2012,"Difference",1,348.536658219712,13050,-1.12101792264012,3.30119490029619,-1.43702906112842,-7.1312077038734,98.3387049925852,0,1
"LV","Latvia",2007,"Difference",2,8.5,8340,9.67697012032851,6.48815582748121,-22.681662785753,-0.769429987956485,225.464438926985,0,0
"LV","Latvia",2008,"Difference",2,13.0467857142857,10410,10.372388126637,7.79474124290209,-22.3339007710743,-0.185729515146374,272.01853381239,0,1
"LV","Latvia",2009,"Difference",3,226.551021699819,12430,7.14205061076816,10.681416190386,-13.3415038776316,-0.768249383877474,297.716921866867,0,1
"LV","Latvia",2010,"Difference",3,465.610422621478,13030,0.00307410036048505,9.67934806911399,8.82562724555418,-2.76087814183401,359.336097001302,0,1
"LV","Latvia",2011,"Difference",3,582.544893643996,12680,-3.14110968488215,5.94555820453739,3.0137843825365,-5.31268684646705,300.044339048055,0,1
"LV","Latvia",2012,"Difference",2,453.399723958829,13330,-4.3105125240668,2.27821061889479,-2.20573222091459,-5.38059149780158,241.460369164058,0,1
"MX","Mexico",2007,"Difference",0,61.1114247104247,8240,3.43808615493393,4.10193561099935,-0.80635729192197,-1.15133333333333,64.9421129880711,1,0
"MX","Mexico",2008,"Difference",0,54.6280399414192,8830,3.86947479977147,3.86145786348408,-1.40484619927798,-1.11966666666667,63.3974402892064,1,0
"MX","Mexico",2009,"Difference",1,92.4750330875612,9360,3.14561877409905,4.24043151567033,-1.83738940306759,-1.03233333333333,66.8576978516697,1,0
"MX","Mexico",2010,"Difference",1,152.847886389215,8530,1.21239037543749,4.7963961492664,-0.925579372656809,-2.40033333333333,73.286984124723,1,0
"MX","Mexico",2011,"Difference",1,178.223323170824,8730,1.23959369142265,4.8596888852861,-0.386735932189967,-3.43866666666667,69.3165306762383,1,0
"MX","Mexico",2012,"Difference",1,166.317848762157,9000,1.46369093008746,4.28715486014519,-1.09019168143918,-4.22866666666667,74.050236417022,1,0
"MY","Malaysia",2007,"Difference",0,27.5786461538462,5810,5.87223080632478,2.69621430975702,16.1037554758302,-3.61478994215526,0.383803264759103,0,0
"MY","Malaysia",2008,"Difference",0,26.605654472272,6600,5.99980246793567,2.86581796919274,15.3808870359196,-3.29829418384743,0.409822845226048,0,0
"MY","Malaysia",2009,"Difference",0,64.145440175852,7500,5.51188550764313,3.69245701034911,16.8468844835252,-3.51429567371919,0.465104971013171,0,0
"MY","Malaysia",2010,"Difference",0,106.150551738874,7590,3.80042945212507,2.68381459814227,15.7234822556771,-4.57224676731296,0.646926476970771,0,0
"MY","Malaysia",2011,"Difference",0,128.142468739676,8150,4.2607103089473,2.57804259711755,10.9068668110856,-5.23131392203239,0.58790615702446,0,0
"MY","Malaysia",2012,"Difference",0,117.669198479743,8840,3.98282654961828,1.8311151934483,11.5723405365918,-5.34653660035603,0.554373100245221,0,0
"NL","Netherlands",2009,"Difference",0,48.9782625,52100,3.08793316939306,1.75612783305057,4.08402036556745,0.586363778531456,404.068307420312,0,1
"NL","Netherlands",2010,"Difference",0,53.8405017679283,53130,1.70030012319671,1.76354501840988,4.84537284197473,-1.11913103129291,446.35270678904,0,1
"NL","Netherlands",2011,"Difference",0,51.2229207188488,53320,1.01260647485051,1.65066916838965,6.90589828691015,-2.53832340825884,400.870150545442,0,1
"NL","Netherlands",2012,"Difference",0,58.0129383470539,53130,0.378497714133732,1.60213368575218,8.43617193623902,-4.00966911980157,376.783299316543,0,1
"NO","Norway",2010,"Difference",0,33.56872,86130,0.846123592148046,2.22066836663692,11.922686746484,16.4898677740533,405.270415954656,0,1
"NO","Norway",2011,"Difference",0,28.9005190038314,86830,0.390956133188037,2.77742189665776,11.9393372190568,14.5989168148068,369.556167062633,0,1
"NO","Norway",2012,"Difference",0,29.8930907942209,89000,0.0629998035640569,1.95569193309496,13.5396540857489,12.6714697876821,341.172907274804,0,1
"NZ","New Zealand",2012,"Difference",2,67.1993820029899,31270,0.83017389814192,2.95020831011077,-2.93275866909465,-2.96964342944495,361.911629249384,0,1
"PA","Panama",2007,"Difference",1,120.483441860465,5500,6.86172097319864,1.82006792834606,-2.61644395168349,-2.33433333333333,0.679667290402081,1,0
"PA","Panama",2008,"Difference",0,106.871879934064,6210,8.83844539626467,3.14873956961241,-6.66133255057547,0.445,0.546618196977333,1,0
"PA","Panama",2009,"Difference",0,142.899425084248,7060,9.24465141822963,5.00773223033233,-10.4424529818357,1.45866666666667,0.4735999591743,1,0
"PA","Panama",2010,"Difference",0,185.78791636703,7570,8.44037287147171,5.11212307369953,-0.62834858881933,0.958333333333333,0.574154797591629,1,0
"PA","Panama",2011,"Difference",0,195.364934246979,8050,7.77140103328229,4.88634164809936,-10.6763702492877,-0.810666666666667,0.559649554998279,1,0
"PA","Panama",2012,"Difference",0,165.13483552903,8110,7.43578448418614,3.92538140126574,-15.2931275454231,-1.63966666666667,0.476999571643562,1,0
"PE","Peru",2007,"Difference",-1,156.199968992248,2780,5.73427944763984,2.42701105067865,3.264722983894,-0.0690850210936417,107.613144486,1,0
"PE","Peru",2008,"Difference",-1,125.401969170453,3170,6.8226772946085,1.79951546597244,1.42929659526276,0.945854081103548,99.9185093723495,1,0
"PE","Peru",2009,"Difference",0,148.400202523892,3770,7.8688947708428,3.18937348045314,-4.37407653074029,1.94229839743501,103.951394806916,1,0
"PE","Peru",2010,"Difference",0,172.749993191866,3930,6.55990984134554,3.50069798827942,-0.596425773980479,0.92226390686456,116.137262311869,1,0
"PE","Peru",2011,"Difference",-1,182.470362285097,4390,6.79039235053365,3.41680937178787,-2.54645904239295,0.49188898396962,97.7436075653227,1,0
"PE","Peru",2012,"Difference",-3,167.041550746635,4890,6.27383586278054,2.61174571937469,-1.862377828608,0.224919632015713,87.2725084235373,1,0
"PH","Philippines",2007,"Difference",-1,189.832823076923,1660,5.42215416470069,5.61043227879094,5.69741977951207,-2.64402559070723,1.00999987543116,1,0
"PH","Philippines",2008,"Difference",-1,164.740511155319,1900,5.83373035801348,4.96736200003162,5.40435786701109,-1.83522366683792,0.914895693172211,1,0
"PH","Philippines",2009,"Difference",0,205.899420564293,2230,5.19751053810792,5.54855970115593,0.0829601756524432,-1.28977602346363,0.908337145801549,1,0
"PH","Philippines",2010,"Difference",-1,230.219741352189,2480,4.29017727477926,5.12649251886785,5.01870691938903,-2.12747795726918,1.0267892648631,1,0
"PH","Philippines",2011,"Difference",0,237.19678860634,2740,4.88750499363016,5.42310463485982,3.59696419808518,-2.80954949681872,86.245565124824,1,0
"PH","Philippines",2012,"Difference",0,194.72993887762,2620,4.1482766521982,4.21872325772873,2.51746916011075,-2.99679248507127,85.3972927333029,1,0
"PK","Pakistan",2007,"Difference",0,205.821428571429,800,6.51493465058379,8.14301215477315,-4.91674218700707,-3.02622945888463,1.91612199354913,1,0
"PL","Poland",2007,"Difference",1,20.5374705882353,8470,4.60946733091646,2.2661806446623,-3.83178230750961,-4.30190628180791,117.226090771023,1,0
"PL","Poland",2008,"Difference",1,17.5357589161649,9960,5.51927145593355,1.87001813473635,-6.17765851599253,-3.09408749209558,121.89560612473,1,1
"PL","Poland",2009,"Difference",1,44.0513515991034,12060,5.2154547004235,2.61746062718629,-6.59335738365111,-2.98255355156609,132.162942410752,1,1
"PL","Poland",2010,"Difference",1,102.183684479948,12390,4.9872177834847,3.52113860445423,-3.93033854682968,-3.87050415619782,157.458865106862,1,1
"PL","Poland",2011,"Difference",1,142.165242167421,12580,4.3637875939633,3.6276028235312,-5.04103427332249,-5.47724278869679,153.823323878288,1,1
"PL","Poland",2012,"Difference",1,174.934277281658,12620,3.75379908771433,3.59725452288918,-4.91453659993486,-5.6493742538197,152.6382412322,1,1
"PT","Portugal",2007,"Difference",1,7.93149411764706,19330,0.799304046425315,2.46438701685057,-10.325453708775,-4.13600638249622,611.838478205447,0,1
"PT","Portugal",2008,"Difference",1,7.94296436651584,20770,1.65585594882864,2.61408415931139,-9.79213555531352,-3.88323773102812,619.103869714787,0,1
"PT","Portugal",2009,"Difference",2,22.0221932986075,22440,1.25277837907132,2.71293100652107,-12.1769919050619,-3.11966240300218,657.849624501295,0,1
"PT","Portugal",2010,"Difference",2,46.6489170542636,22840,0.316555372516716,1.51998263404,-10.5247813703743,-4.85449409850117,816.615853339099,0,1
"PT","Portugal",2011,"Difference",-2,141.637924162034,22930,0.402965411485429,1.05248355810682,-10.1615270975301,-6.91664219935103,768.026088910315,0,1
"PT","Portugal",2012,"Difference",-1,401.487328902643,22620,-0.676748282350296,1.40668462725213,-6.85697274448434,-7.17590924803737,643.324811319067,0,1
"RO","Romania",2007,"Difference",0,39.6386046511628,4950,6.82104176415782,9.15017102728077,-10.4199285594357,-1.37867387224569,1.35659692566072,1,0
"RO","Romania",2008,"Difference",1,36.6006350178891,6470,7.09739679007134,6.80314153274121,-13.5273774370996,-1.83713684525481,1.68296807931699,1,0
"RO","Romania",2009,"Difference",1,117.471584883721,8490,6.78158715469332,6.42289764722907,-11.6076939592643,-3.01667456811483,1.64523356511712,1,0
"RO","Romania",2010,"Difference",1,239.491776098191,8680,4.0097276578332,6.09058934176181,-4.23196726798971,-5.02397821892336,2.38340696586461,1,0
"RO","Romania",2011,"Difference",1,328.854879944345,8430,1.59574646586367,6.51006814262224,-4.40433326147193,-6.49900138973892,2.12663614832207,1,0
"RO","Romania",2012,"Difference",1,341.370905585371,8520,0.60805037594425,5.82321888795537,-4.55833175261351,-6.69604047832611,1.77320533071667,1,0
"RS","Serbia",2007,"Difference",NA,170.473684210526,3970,5.97667573774384,12.9567887882375,-10.093,0.0613333333333333,2.14658973336519,1,0
"RS","Serbia",2008,"Difference",NA,164.452373923445,4580,6.34501224251767,11.4119033634267,-17.1006829581211,-0.900718009723381,2.29370425145202,1,0
"RS","Serbia",2009,"Difference",NA,201.459953923647,5650,5.42505483298812,10.1755720723916,-21.1021039562383,-1.28842801089165,2.12602802838127,1,0
"RS","Serbia",2010,"Difference",NA,297.935122678868,6040,3.26095516659162,8.97321471382422,-6.72629770767559,-1.73466439139397,2.95546640072784,1,0
"RU","Russian Federation",2007,"Difference",-1,58.4568372093023,5830,7.25035563082382,11.074353162606,9.32545888335774,7.73002676485551,85.7271348011411,1,0
"RU","Russian Federation",2008,"Difference",1,60.010773255814,7600,7.56016210051387,10.456443935655,5.55456786871837,8.03173061113382,105.791687938736,1,0
"RU","Russian Federation",2009,"Difference",1,129.655420632081,9640,7.0781631852458,10.9312485708285,6.25796127970191,6.6106624655481,97.8839185675818,1,0
"RU","Russian Federation",2010,"Difference",1,236.420593669593,9290,3.52889517186154,11.5896861487872,4.12087702770335,2.53220750767342,135.471961815163,1,0
"RU","Russian Federation",2011,"Difference",1,271.182584566264,10010,2.61646858487306,10.8732835483842,4.42333845112597,-0.151718230165293,105.776890711271,1,0
"RU","Russian Federation",2012,"Difference",1,243.185246104725,10820,1.5487426739554,8.98236605449945,5.10679820481411,-0.92928411162494,91.532969470335,1,1
"SE","Sweden",2007,"Difference",0,3.20188284518828,48650,3.55318170359068,0.72901512252495,8.25601001429577,1.26426011709899,315.569059712754,0,1
"SE","Sweden",2008,"Difference",0,3.07523078429627,52190,3.80798386913892,1.34185145774008,8.88029866808924,2.22486524214358,335.582203188498,0,1
"SE","Sweden",2009,"Difference",0,12.546808357414,55600,2.58858950942284,2.33647754222427,8.68187915123777,2.46169394581125,352.996671455399,0,1
"SE","Sweden",2010,"Difference",0,35.8224188375894,51900,0.58784234761912,1.71825246533935,5.86330963973903,1.58281592968698,466.380864287368,0,1
"SE","Sweden",2011,"Difference",0,47.9221480242963,53810,0.913042196813693,1.36685886293566,6.02036932628789,0.438912789876178,419.182323332201,0,1
"SE","Sweden",2012,"Difference",0,52.4285896769259,56010,0.727906960011615,1.20822607366645,5.83202835679601,-0.168933203461352,389.917839096674,0,1
"SI","Slovenia",2007,"Difference",0,6.88461538461539,19970,4.21322134577298,2.84301425216445,-1.75812589100696,-1.12612482212323,113.08984302962,1,1
"SI","Slovenia",2008,"Difference",0,6.5093808630394,21950,5.23811192408497,2.85039376441488,-4.18846849960068,-0.676829522798442,135.996300023548,1,1
"SI","Slovenia",2009,"Difference",0,34.8591289086929,24680,4.97519563957733,3.90852438887778,-5.32670375513574,-0.251534803076077,158.876027669246,1,1
"SI","Slovenia",2010,"Difference",0,67.6536648519165,24390,2.02512454681325,3.37297723890566,-0.468480342239691,-1.78490004200342,192.230206233901,1,1
"SI","Slovenia",2011,"Difference",-1,90.6444481026787,24540,0.91654473664909,2.78291057681291,-0.123520956217733,-3.62979150328129,176.810895641424,1,1
"SI","Slovenia",2012,"Difference",-3,119.791057015163,24560,-0.665676964209492,1.5024884605071,0.402463379815115,-5.50674855544056,160.001488244463,1,1
"SK","Slovak Republic",2007,"Difference",1,10.7074977777778,12880,6.3626343477415,4.91363901073804,-5.58903981585315,-2.83317912271343,53.1312997549286,0,1
"SK","Slovak Republic",2008,"Difference",0,9.9650340451389,14840,7.68006992658989,3.31637995558713,-4.76873292760679,-2.4123866664726,54.2585469113709,0,1
"SK","Slovak Republic",2009,"Difference",0,29.0499363753781,17110,7.7313646515322,3.94607822804257,-6.19585276857544,-2.22919186940417,65.7066225636966,0,1
"SK","Slovak Republic",2010,"Difference",0,63.2014396802215,17010,4.7741823706735,2.99000270673802,-3.56641702465443,-3.63452858112332,104.992510038158,0,1
"SK","Slovak Republic",2011,"Difference",0,87.6333836756717,17130,3.91623242834402,2.39010084560257,-3.64029375720632,-5.29005781901681,94.0649179057354,0,1
"SK","Slovak Republic",2012,"Difference",0,115.405461022694,17430,1.92202166560091,2.16380292167351,-2.0786636261009,-6.23396931899826,87.158604000858,0,1
"TH","Thailand",2007,"Difference",0,38.8385269230769,2890,5.79541161946056,3.97899760625794,1.11845973881938,1.84327646627546,44.35046470416,0,0
"TH","Thailand",2008,"Difference",0,43.051798076923,3280,5.27149682571434,3.80646150311035,6.34776363269514,1.5109619890353,39.5360286012681,0,0
"TH","Thailand",2009,"Difference",0,79.4125333333334,3750,4.30655355200741,4.11583493649472,0.811065214417075,0.845158688934048,37.6859313221321,0,0
"TH","Thailand",2010,"Difference",0,118.836162290009,3860,2.57291666868088,2.28810478568322,8.30102311953027,-0.805315993991362,40.456736075542,0,0
"TH","Thailand",2011,"Difference",0,141.593822482562,4320,3.25232008910486,2.63166447071755,3.11873227349308,-1.05676876593895,39.2054107652521,0,0
"TH","Thailand",2012,"Difference",0,139.107138207313,4620,2.01051277564213,2.07843149901674,2.57943223452717,-1.60206971289792,41.1696884691027,0,0
"TR","Turkey",2007,"Difference",0,188.964573643411,7520,7.4807950286376,10.1066277607447,-5.9966084619563,-1.96133333333333,162.644445533153,1,0
"TR","Turkey",2008,"Difference",0,180.169168604651,8500,7.33162354230817,9.49727598552308,-5.83801288679421,-1.15033333333333,159.899212831486,1,0
"TR","Turkey",2009,"Difference",0,226.641699275688,9340,5.15563126271857,9.59918380303301,-5.52785530466735,-1.60100133629598,161.074642424112,1,0
"TR","Turkey",2010,"Difference",0,258.92668113814,9130,1.84875799520636,8.48376197237363,-1.97281305509565,-3.71053007969671,187.379580338789,1,0
"TR","Turkey",2011,"Difference",0,258.151661609791,9980,2.4146238865841,8.42051640430818,-6.21197820142428,-3.5509986894583,178.785074858602,1,0
"TR","Turkey",2012,"Difference",1,220.998487557717,10510,3.44066593746215,7.09643350252901,-9.69107419275704,-3.36804519775767,165.805317949457,1,0
"UA","Ukraine",2007,"Difference",-1,189.93781496063,1950,7.87500000000005,10.5579869806657,-1.5025094045241,-1.8630245197482,91.7374766955583,1,0
"UA","Ukraine",2008,"Difference",1,182.395961955023,2570,7.50000019195562,11.822029491922,-3.67925758708866,-1.09568216453834,109.0701876518,1,0
"UA","Ukraine",2009,"Difference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UA","Ukraine",2010,"Difference",-1,1068.52408830756,2840,0.675000191955615,17.9888916768568,-1.48087778440786,-2.65413786857568,187.863710608078,1,0
"UA","Ukraine",2011,"Difference",-1,1225.92821352955,2990,-0.0999998080443726,16.8350230382709,-2.21083086620807,-4.53158073938316,157.812073939912,1,0
"UA","Ukraine",2012,"Difference",-1,1139.6349840225,3140,-0.775000000000013,11.0777508938707,-6.26171306042107,-4.81533194891448,138.710719496916,1,0
"US","United States",2010,"Difference",0,31.8812,48300,0.343963745966516,2.11207550395087,-2.64096624522322,-6.04509635276975,855.01039239151,0,1
"US","United States",2011,"Difference",1,37.6997442307693,49110,0.309417979695084,1.70786582424703,-2.96658736735185,-8.59037769707224,759.866112400799,0,1
"US","United States",2012,"Difference",1,42.0770817747612,50350,0.266600998544879,1.4804462482374,-2.960117026144,-9.82744775889232,729.918344094189,0,1
"VE","Venezuela, RB",2007,"Difference",-2,155.367876447876,6050,7.68034238808771,27.154033079632,14.422475131385,0.43708959067153,0.655446639066881,1,0
"VE","Venezuela, RB",2008,"Difference",-2,222.727876921256,7520,11.8075332468174,20.9856945759068,6.93727496603261,2.17879136148864,0.791483887062727,1,0
"VE","Venezuela, RB",2009,"Difference",-2,488.030840339361,9230,8.55533976021383,21.1618170089557,10.1856660478103,-2.627,0.687137295402268,1,0
"VE","Venezuela, RB",2010,"Difference",-2,984.378705882375,10140,5.17534870768275,27.0809414466131,0.685448835864452,-4.98733333333333,1.37645331086406,1,0
"VE","Venezuela, RB",2011,"Difference",-1,1258.12071993091,11520,2.33529681474961,27.6342030779085,2.2376752570476,-7.50366666666667,0.864071298174261,1,0
"VE","Venezuela, RB",2012,"Difference",-1,1275.15801676982,11760,1.19068813585081,27.1195394906377,7.70564720693458,-10.214,1.16847870894253,1,1
"VN","Vietnam",2007,"Difference",-1,97.382582278481,760,7.24016916065612,7.80877995381127,-0.246704373698266,-0.382666666666667,0.414921337530847,1,0
"VN","Vietnam",2008,"Difference",-1,89.4385870576078,850,7.29777940871134,7.99033268617167,-8.98165936412439,-0.988666666666667,0.426530340021411,0,0
"VN","Vietnam",2009,"Difference",-1,161.409573980434,1000,6.82911955776228,12.9352975264969,-10.9179529896098,-0.747333333333333,0.379887327130514,1,0
"VN","Vietnam",2010,"Difference",-1,239.202752131446,1120,6.29178201164695,12.8248880921837,-6.23310368563912,-2.839,0.495568864805124,1,0
"VN","Vietnam",2011,"Difference",-1,297.445897125842,1270,6.15310286298232,13.0108250490784,-3.68837700070009,-3.08833333333333,0.538165080282151,1,0
"VN","Vietnam",2012,"Difference",-2,318.030316856328,1390,5.93080242921033,11.5312119935283,0.174119000057916,-3.27933333333333,0.493209791824971,1,0
"ZA","South Africa",2007,"Difference",0,53.4289534883721,5420,4.596113128138,3.14210222447806,-5.26607344104975,-0.414459601597915,74.0687069462332,1,0
"ZA","South Africa",2008,"Difference",0,48.9572411120022,5690,5.24578375062847,5.04644821624951,-6.9952172567197,0.599049018177135,76.7931085623659,1,0
"ZA","South Africa",2009,"Difference",1,111.322074843899,5750,5.01267364971397,7.7588318240922,-7.36235665137524,0.434855685264245,79.0326834772443,1,0
"ZA","South Africa",2010,"Difference",1,177.084936501621,5630,3.31184899828162,8.58829019268792,-3.99495495230553,-1.57515693097271,100.483951861738,1,0
"ZA","South Africa",2011,"Difference",1,210.296323474801,6000,2.69591034125104,7.64293143983178,-1.92297158379265,-3.29198069175466,95.3558680228331,1,0
"ZA","South Africa",2012,"Difference",1,181.762626038903,6850,2.20879086377655,7.44149740069522,-2.34691413260215,-4.51698132012696,94.8505098118831,1,0
"AR","Argentina",2007,"Average",2,273.775395256917,5579,8.85725687084268,11.2765805220676,2.93661339052263,-0.385026301859219,197.53713391023,1,0
"AR","Argentina",2008,"Average",1.5,292.255854716581,6632,8.6487194238411,14.5140883907043,2.23020287224299,-1.32533333333333,182.269785729091,1,0
"AR","Argentina",2009,"Average",1.5,686.570022835507,8287,7.16685440724452,18.0452774416771,1.66398962300661,-1.068,159.921526457606,1,0
"AR","Argentina",2010,"Average",1.5,1353.95935903192,10101,4.87986035710773,16.2454957552862,2.20281215671654,-1.759,185.29264281735,1,0
"AR","Argentina",2011,"Average",1.5,1546.92052250574,9282,5.07293975986468,16.2039708656403,0.293842905653894,-1.56433333333333,156.84698477243,1,0
"AR","Argentina",2012,"Average",1,1304.52069127616,11227,5.21094520018028,14.8675908966833,-0.407185004175475,-2.26,142.14858313191,1,1
"AT","Austria",2007,"Average",16,3.68774193548387,41260,2.23835435428493,1.93853749357669,2.70484453469586,-2.69908581132649,353.094494042675,0,1
"AT","Austria",2008,"Average",16,3.9083399942906,44170,2.95469199568106,1.9743277943805,3.41308047969009,-1.51327337184299,376.929357508122,0,1
"AT","Austria",2009,"Average",16,16.415223172459,48700,2.6650715934527,2.27804605492901,4.70672428285057,-1.22463263910245,387.584926064841,0,1
"AT","Austria",2010,"Average",16,52.4881367801714,48580,1.18013185305588,1.96361074089015,2.5884576787838,-1.715855164729,466.265766263626,0,1
"AT","Austria",2011,"Average",16,77.7809134955502,49180,0.812447850593343,1.84525606689627,3.37455234005863,-2.4135969907535,407.649262560284,0,1
"AT","Austria",2012,"Average",15.5,101.83781452162,50330,0.674927463420168,1.86226215063949,1.54046259953127,-2.76132785856203,368.915630291632,0,1
"AU","Australia",2009,"Average",16,77.4026315789474,42380,3.4173929921794,3.40783069871835,-4.94029415027016,1.75420069789359,418.113366749447,0,1
"AU","Australia",2010,"Average",16,79.2358917894737,44000,3.04623063727471,2.83503899927396,-5.27899067709773,0.367306964319687,441.174881295142,0,1
"AU","Australia",2011,"Average",16,69.0198218570949,46490,2.78915526812516,3.00599372110014,-3.91794525805502,-1.52096257698364,494.156629997151,0,1
"AU","Australia",2012,"Average",16,65.2249074846252,50060,2.42948896828108,2.68489247836477,-3.20768229051707,-3.38224003283289,435.580785431894,0,1
"BE","Belgium",2007,"Average",15,3.54974166666667,39890,2.21216950168941,2.22239430222056,1.83723439771763,-0.90433681278801,343.484371949505,0,1
"BE","Belgium",2008,"Average",15,4.15914298523207,42630,2.73977737364156,2.13279772442122,1.49090570402712,-1.03604074288593,374.887742557386,0,1
"BE","Belgium",2009,"Average",15,14.7712907257869,46530,2.11948235276694,2.70108660840596,-1.36694605884239,-0.543119097053555,426.240466138434,0,1
"BE","Belgium",2010,"Average",15,36.647149506119,45980,0.991346855946142,2.0863891485843,-0.594757387830649,-2.22105903343433,454.704920589738,0,1
"BE","Belgium",2011,"Average",13.5,72.2791762452108,47200,0.959031078345952,2.20842584464834,1.74813141735693,-3.04742450114369,368.254907994175,0,1
"BE","Belgium",2012,"Average",13.5,133.526806483938,47130,0.618514312782822,1.88907633017584,-1.03426153202295,-3.78521617483518,336.033322287665,0,1
"BG","Bulgaria",2007,"Average",8,33.1981550387597,4150,6.08564408321021,6.21552999672635,-17.4243525082199,2.63434443652872,146.579985428391,1,0
"BG","Bulgaria",2008,"Average",8,31.153848673226,4720,6.47319624298284,6.90098120009853,-26.2108365223269,3.19513603875011,149.577971668613,1,0
"BG","Bulgaria",2009,"Average",8,101.425909411494,5940,6.27194304839861,9.33762405038196,-22.2733238901293,3.12824580775554,178.836626933339,1,0
"BG","Bulgaria",2010,"Average",8,211.688618349668,6420,3.53013632085263,7.83481044175338,-8.48526564920202,2.03905560847893,241.308991985613,1,0
"BG","Bulgaria",2011,"Average",8.5,289.438958252272,6630,2.07636798232426,5.84697839230188,-1.63621625983186,-0.166550962859223,185.679381798101,1,0
"BG","Bulgaria",2012,"Average",8.5,302.820006930621,6870,0.845023176995335,3.13735551925969,0.237899557679416,-1.81072720778919,143.580866450583,1,0
"BR","Brazil",2007,"Average",6,143.709251968504,4800,3.49310840939782,5.88338498634467,1.25091981330949,-2.77811623768649,119.519000875292,1,0
"BR","Brazil",2008,"Average",6.5,117.157849922476,6100,4.73028488750541,4.89601934849827,0.113459018722247,-2.78333959032843,126.732959018421,1,0
"BR","Brazil",2009,"Average",7,141.679704019564,7480,4.5941304121489,4.4946023281845,-1.70498202006024,-1.98820615916067,116.633107729739,1,0
"BR","Brazil",2010,"Average",7,165.017035100305,8140,3.72298030515137,4.728844965775,-1.50017229195926,-2.18313567547949,153.333394253966,1,0
"BR","Brazil",2011,"Average",8,175.820367289637,9520,4.61753035104798,5.19594130327783,-2.20586115213324,-2.11577569149842,138.206056584071,1,0
"BR","Brazil",2012,"Average",8,157.059106808134,10700,3.77679391767081,5.52030801581263,-2.11895821169684,-2.57362015303776,133.974785309702,1,0
"CH","Switzerland",2010,"Average",16,72.5692115384615,70230,2.07518886897404,0.892897847850037,6.70344014616251,0.61694434941655,402.557102010322,0,1
"CH","Switzerland",2011,"Average",16,61.4056425339366,77360,1.81044667756904,0.881522412390007,13.0579281322969,0.473209351299607,348.132796988,0,1
